,timestamp,open,high,low,close,volume
0,2020-06-26 15:30:00,118.51,118.57,118.03,118.31,1046569
1,2020-06-26 14:30:00,118.77,118.87,118.38,118.52,705022
2,2020-06-26 13:30:00,119.22,119.36,118.68,118.76,467283
3,2020-06-26 12:30:00,119.34,119.4,119.09,119.2,427589
4,2020-06-26 11:30:00,119.42,119.5976,119.09,119.35,420257
5,2020-06-26 10:30:00,120.005,120.04,119.36,119.41,609857
6,2020-06-26 09:30:00,119.6,120.84,119.31,120.04,1374325
7,2020-06-25 15:30:00,119.62,119.84,119.46,119.7,672130
8,2020-06-25 14:30:00,119.15,119.7899,118.95,119.61,491504
9,2020-06-25 13:30:00,119.1963,119.3,118.94,119.16,386921
10,2020-06-25 12:30:00,119.4,119.66,119.1,119.2088,377297
11,2020-06-25 11:30:00,119.34,119.61,118.95,119.385,493302
12,2020-06-25 10:30:00,119.18,119.69,118.83,119.32,695883
13,2020-06-25 09:30:00,119.76,120.16,118.38,119.16,1655871
14,2020-06-24 15:30:00,120.4,120.89,120.19,120.35,878670
15,2020-06-24 14:30:00,120.23,120.54,120.06,120.38,607806
16,2020-06-24 13:30:00,120.3,120.4376,120.09,120.25,516544
17,2020-06-24 12:30:00,120.1,120.59,120.02,120.34,556713
18,2020-06-24 11:30:00,120.28,120.37,119.58,120.09,725981
19,2020-06-24 10:30:00,120.76,120.99,120.12,120.265,861807
20,2020-06-24 09:30:00,120.74,121.1153,120.31,120.74,949478
21,2020-06-23 15:30:00,121.43,121.54,120.9606,121.07,728161
22,2020-06-23 14:30:00,122.01,122.06,121.42,121.45,548755
23,2020-06-23 13:30:00,121.9182,122.13,121.9001,121.98,502913
24,2020-06-23 12:30:00,122.03,122.1642,121.86,121.93,454656
25,2020-06-23 11:30:00,122.474,122.62,121.96,122.03,611558
26,2020-06-23 10:30:00,122.18,122.63,121.81,122.4776,866146
27,2020-06-23 09:30:00,122.75,122.85,121.75,122.19,1373127
28,2020-06-22 15:30:00,121.47,121.79,121.45,121.68,775963
29,2020-06-22 14:30:00,121.72,122.09,121.41,121.46,1016047
30,2020-06-22 13:30:00,121.49,121.93,121.49,121.715,729164
31,2020-06-22 12:30:00,121.59,121.64,121.216,121.479,513157
32,2020-06-22 11:30:00,121.38,121.68,121.2,121.61,660676
33,2020-06-22 10:30:00,120.94,121.8,120.93,121.3899,1164540
34,2020-06-22 09:30:00,120.97,121.42,120.4,120.94,2066888
35,2020-06-19 15:30:00,119.54,120.3,119.41,119.7878,1771896
36,2020-06-19 14:30:00,118.95,119.59,118.8368,119.54,937000
37,2020-06-19 13:30:00,118.9,119.12,118.53,118.97,672006
38,2020-06-19 12:30:00,118.34,119.35,118.236,118.9031,884862
39,2020-06-19 11:30:00,118.74,118.98,118.06,118.36,619212
40,2020-06-19 10:30:00,118.4,118.86,118.2,118.74,894959
41,2020-06-19 09:30:00,118.89,118.93,117.81,118.38,2290835
42,2020-06-18 15:30:00,117.845,118.09,117.66,117.98,1202822
43,2020-06-18 14:30:00,118.23,118.4,117.83,117.84,553860
44,2020-06-18 13:30:00,118.0048,118.25,117.815,118.23,517256
45,2020-06-18 12:30:00,117.98,118.16,117.84,118.02,367681
46,2020-06-18 11:30:00,118.115,118.16,117.8601,117.97,491362
47,2020-06-18 10:30:00,118.46,118.6095,118.05,118.11,649918
48,2020-06-18 09:30:00,118.54,119.06,117.98,118.45,1431777
49,2020-06-17 15:30:00,118.8,119.065,118.4,119.01,1021770
50,2020-06-17 14:30:00,119.055,119.3,118.74,118.79,629510
51,2020-06-17 13:30:00,119.295,119.4,119.04,119.0599,526647
52,2020-06-17 12:30:00,119.01,119.46,119.01,119.29,471339
53,2020-06-17 11:30:00,119.08,119.28,118.84,119.01,492141
54,2020-06-17 10:30:00,119.09,119.5,118.85,119.0899,753448
55,2020-06-17 09:30:00,119.86,120.13,118.87,119.08,1088111
56,2020-06-16 15:30:00,119.13,119.72,119.0,119.72,846361
57,2020-06-16 14:30:00,119.34,119.59,118.84,119.12,601942
58,2020-06-16 13:30:00,119.675,119.75,119.2,119.34,547326
59,2020-06-16 12:30:00,119.41,119.82,119.405,119.7,471435
60,2020-06-16 11:30:00,119.19,119.77,119.1,119.42,651224
61,2020-06-16 10:30:00,119.74,119.8125,118.54,119.215,974985
62,2020-06-16 09:30:00,119.8,120.2299,119.17,119.72,2158149
63,2020-06-15 15:30:00,117.75,118.2,117.52,118.09,1115940
64,2020-06-15 14:30:00,118.29,118.33,117.62,117.76,946450
65,2020-06-15 13:30:00,117.61,118.35,117.6,118.27,1010590
66,2020-06-15 12:30:00,118.01,118.015,117.53,117.63,727733
67,2020-06-15 11:30:00,117.58,118.35,117.48,118.02,1001931
68,2020-06-15 10:30:00,117.86,118.42,117.45,117.56,1262395
69,2020-06-15 09:30:00,118.4,118.68,117.01,117.86,2572538
70,2020-06-12 15:30:00,117.51,118.23,117.22,117.68,1334783
71,2020-06-12 14:30:00,117.67,118.26,117.38,117.515,1240934
72,2020-06-12 13:30:00,117.83,117.98,117.06,117.68,1248842
73,2020-06-12 12:30:00,119.08,119.09,117.75,117.81,965950
74,2020-06-12 11:30:00,119.03,119.52,118.95,119.09,694671
75,2020-06-12 10:30:00,120.2025,120.21,118.79,119.02,1212649
76,2020-06-12 09:30:00,120.51,120.75,119.71,120.119,1677473
77,2020-06-11 15:30:00,119.76,120.38,119.48,120.09,1410926
78,2020-06-11 14:30:00,120.63,120.67,119.76,119.77,982518
79,2020-06-11 13:30:00,120.56,120.96,120.16,120.625,645453
80,2020-06-11 12:30:00,121.26,121.35,120.54,120.57,999390
81,2020-06-11 11:30:00,122.49,122.54,121.05,121.275,1048168
82,2020-06-11 10:30:00,121.58,122.58,121.5,122.5076,1423477
83,2020-06-11 09:30:00,120.99,121.94,120.85,121.58,2037158
84,2020-06-10 15:30:00,121.67,121.69,121.1301,121.1301,1028218
85,2020-06-10 14:30:00,121.79,121.875,121.1701,121.67,1055706
86,2020-06-10 13:30:00,121.725,122.04,121.43,121.755,633773
87,2020-06-10 12:30:00,121.54,121.94,121.5,121.72,550380
88,2020-06-10 11:30:00,121.63,121.83,121.22,121.54,698763
89,2020-06-10 10:30:00,122.02,122.5,121.56,121.63,1134885
90,2020-06-10 09:30:00,121.56,122.23,121.47,122.03,2157580
91,2020-06-09 15:30:00,121.19,121.44,120.96,121.35,925400
92,2020-06-09 14:30:00,120.62,121.2,120.56,121.19,668261
93,2020-06-09 13:30:00,120.79,120.99,120.59,120.63,471514
94,2020-06-09 12:30:00,120.78,120.975,120.67,120.778,464353
95,2020-06-09 11:30:00,121.02,121.07,120.58,120.8,518452
96,2020-06-09 10:30:00,121.22,121.56,120.7,121.02,813914
97,2020-06-09 09:30:00,121.6,122.0,120.5931,121.17,1377538
98,2020-06-08 15:30:00,120.445,121.2376,120.44,121.23,908804
